RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,2/28/2025,3/31/2025,4/30/2025,5/31/2025,6/30/2025,7/31/2025,8/31/2025,9/30/2025,10/31/2025,11/30/2025,12/31/2025,1/31/2026,2/28/2026,3/31/2026
94956,1812,85382,zip,AZ,AZ,Peoria,"Phoenix-Mesa-Chandler, AZ",Maricopa County,156552.9642,156809.4616,157162.7402,157864.002,158613.7141,159205.0476,159839.0997,160508.5947,161284.1838,161959.3717,162566.4927,163102.2715,163605.8411,164140.2986,164661.9225,165098.3117,165531.4356,166017.8255,166553.4423,167047.2821,167609.6034,168246.9572,168932.6245,169555.5158,170094.7175,170612.2277,171287.2576,172129.8287,172974.7996,173902.9602,174923.7493,176190.4871,177260.667,178263.5279,179083.9949,179998.5438,180809.2646,181646.2966,182343.9612,183175.4959,184080.4527,185049.2396,185928.6652,186804.6477,187870.9507,189017.5475,190026.5089,190882.6428,191598.9705,192607.2276,193875.9292,195502.7354,197426.6323,199520.9829,202249.8604,205400.9065,208427.342,211544.8546,214698.4222,218785.9908,223407.0391,229240.1263,235328.6225,242414.0309,250510.0471,261071.4025,273041.7334,284912.26,297127.3201,307802.5659,317626.9233,323549.9804,326269.562,330203.6382,334924.8929,340071.8849,342094.4479,342418.8383,341090.6093,338093.9072,333780.5642,330402.7627,326562.6537,322848.9487,319015.1556,316228.4668,314389.5356,313163.583,312004.5069,310057.9189,307305.6155,303963.0932,300384.1618,296928.856,292447.5311,287844.8652,283110.5757,277458.7558,271415.4151,264293.6502,259157.902,254418.5348,249645.8842,243357.273,236948.9509,231725.5711,224659.23,216991.4452,209302.028,204731.7995,201354.7456,198674.9565,195792.9542,193491.4682,191915.4071,190638.4459,189334.4417,186729.7533,185882.8478,185812.1676,186486.8997,185769.6019,184432.9025,183769.3879,182586.8061,181514.8824,178577.7277,176015.6375,172740.2991,170533.0759,168599.448,166965.7039,164894.4291,163052.7811,162033.9047,160957.8918,159769.4254,158109.1377,157651.5818,157939.7667,158688.2829,159263.5369,159319.7754,160198.5602,161040.4429,162371.068,163213.5309,164489.1861,166291.6181,168542.3089,171104.6026,173944.0989,177215.237,180499.671,183396.3803,185591.6714,187695.4128,189844.5428,192280.6353,194891.1275,197948.5663,201193.741,204415.322,207518.8139,210669.8625,213502.6006,215705.5301,217327.1514,219362.2222,221617.3632,223775.1521,225129.906,225978.963,226348.0603,226509.895,226651.9809,227016.8527,227199.0009,227526.0497,227749.7597,228305.0988,229066.3228,230081.697,231296.9586,232646.6125,234101.653,235624.2579,237301.3149,239138.5306,241061.029,243045.0104,244859.2286,246904.6543,248513.0443,249530.6676,250047.9138,250606.3573,251445.6927,252272.2683,252991.3206,253897.9293,254704.7675,255545.8447,256484.0686,257474.7123,258742.6337,260131.1235,261655.9573,262949.8479,264252.1406,265451.0141,266749.4347,267993.3073,269384.3433,270590.2716,271784.9077,273303.5796,274993.045,276733.1256,278263.8737,280161.8781,282145.1561,284410.6652,286322.0669,288075.6706,289318.4306,290203.7479,290919.4893,291965.7122,293339.6148,294469.0089,295278.1009,295856.3034,296625.4514,297285.0614,298272.1784,299689.1529,301415.5125,303358.201,305215.4282,307866.4266,310915.3645,314626.1217,317996.8831,320570.9717,322171.0785,323746.2993,326325.0555,330640.256,335794.3014,341435.7071,346936.4622,352545.2376,358575.9916,366064.9627,375087.1698,385842.0365,397113.0079,407840.4939,417371.1795,425927.7332,433894.9967,441389.9942,448260.7772,455484.6609,463758.1576,473851.4991,484847.7267,495863.2057,505218.4133,510367.4756,509443.6959,503316.9734,495338.8355,486684.028,477987.8586,469644.2579,463328.7789,459868.6468,458892.6922,459752.6516,461621.3727,463786.9083,465998.9943,467776.4297,469300.3721,470662.4715,471344.9668,471493.8586,471906.5789,473087.0099,474483.7246,475604.2051,475753.2595,475463.294,474403.7377,473476.4642,472616.6059,471817.4535,471026.8878,469889.6899,468281.345,466189.3203,464255.2168,462175.7067,459939.287,457661.9179,455813.4023,454594.5701,454163.9706,454503.2786,455660.6081,456818.4416,457632.4746,457633.233
